komentar;kategori;
musiknya enak sekali didengar kekeyi makasih banyak;tidak cyberbullying;
mutiara lombok paradise mendoakan agar pak anies selalu bisa membawa warga jakarta menjadi warga yang bahagia dan maju kotanya ;tidak cyberbullying;
nah begini kan enak jadi bisa konsentrasi nontonnya;tidak cyberbullying;
nah ini baru yang namanya kerja nyata;tidak cyberbullying;
nahan malu tuh laki nya;tidak cyberbullying;
najwa shihab sukses;tidak cyberbullying;
naksir roknya cantik secantik yang pakai ;tidak cyberbullying;
nama asli nya han so hee key;tidak cyberbullying;
nama aslinya bukanya han so hee ya da kyung itu kan namanya di drama the world of the marriage gimana sih;tidak cyberbullying;
nama kakak pasti kimberly;tidak cyberbullying;
namanya han so hee key da kyung itu namanya yang di drakor;tidak cyberbullying;
nampaknya seiring berjalannya waktu mulai muncul benih cinta aa dan ricis;tidak cyberbullying;
nangis;tidak cyberbullying;
negara indonesia saat ini sedang tidak merdeka pak;tidak cyberbullying;
nenek saya sudah belum mendapatkan klj mau daftar kemana ya apakah masih buka;tidak cyberbullying;
netizen banyak yang ngasih tau tapi caranya kasar ya dikasih tahu pelan pelan dong yang halus;tidak cyberbullying;
netizen sadar tidak semakin kalian menghujat semakin dia kaya sedangkan kalian masih tetap jadi kaum miskin dengan kerjaan menghujat;tidak cyberbullying;
new normal tapi virusnya makin banyak;tidak cyberbullying;
ngakak aku;tidak cyberbullying;
ngakak lihatnya;tidak cyberbullying;
ngakak sama kelakuan aa rafathar sama mak beti kocak nya;tidak cyberbullying;
ngakak sih;tidak cyberbullying;
ngalahin anak sd gemasin nya;tidak cyberbullying;
ngapain telanjang di situ mbak;tidak cyberbullying;
ngaruh ga enak makan;tidak cyberbullying;
ngehina tapi ga ngaca;tidak cyberbullying;
ngehina tapi tidak ngaca;tidak cyberbullying;
ngehujat tapi nonton juga;tidak cyberbullying;
ngelucu tapi ga lucu;tidak cyberbullying;
ngemil ngemil apa yang bahagia ngemilikin kamu se utuhnya;tidak cyberbullying;
ngeri dengar nya;tidak cyberbullying;
ngomong apa sih mas;tidak cyberbullying;
ni lagu sudah terkenal sekali kemana mana dan tidak pernah tertarik lihat nya langsung barusan buka ig ada akun jokes pakai lagu ini baru aku buka ini video wkwkwk;tidak cyberbullying;
nih yang komentar sok positif terus ngedukung pasti kemarin ngehujat haha;tidak cyberbullying;
njay tengiang ngiang;tidak cyberbullying;
njir suaranya imut;tidak cyberbullying;
nkri harga mati komando;tidak cyberbullying;
nkri tetap jaya indonesia raya macan asia;tidak cyberbullying;
noda diwajah tidak apa apa yang penting jangan noda kehidupan hehe bercanda idolaku semua manusia punya cerita hitam diatas putih tetap semangat sehat selalu tabahku selalu mendukungmu yang terbaik;tidak cyberbullying;
nonton ah biar jago;tidak cyberbullying;
nonton baca komentar asli ini komentar apaan sampai segitunya;tidak cyberbullying;
nonton karena penasaran karena muncul di komentar video lain;tidak cyberbullying;
nonton karena penasaran viral;tidak cyberbullying;
nonton nih video berasa kayak lagi di gunung himalaya anginnya berber;tidak cyberbullying;
nonton nya seru banget kak ria ricis walaupun gini aja aku jadi terhibur;tidak cyberbullying;
nontonya sambil nelan ludah;tidak cyberbullying;
ntah kenapa aku yang senang waktu kak kimi menang mantap kak jago banget;tidak cyberbullying;
ntah kenapa senang aja lihatnya;tidak cyberbullying;
nunggu kimi menggunakan handphone inch jago atau tidak;tidak cyberbullying;
nungguin podcast sama kakak baim rafathar;tidak cyberbullying;
nungguin podcast sm om baim wkwk;tidak cyberbullying;
obat galau nih maju;tidak cyberbullying;
oh mataku terasa terbakar;tidak cyberbullying;
oh positif saja muntidakin dia ingin sama jadi pelakor gitu;tidak cyberbullying;
ok aku fokus ke cewek yang pakai baju warna biru;tidak cyberbullying;
oke dari sini kita bisa tahu mana yang perempuan tulen mana yang buatan;tidak cyberbullying;
olahraga bareng kamu aja gimana;tidak cyberbullying;
omongan dengan di lapangan kadang kala berbeda pak gubernur aniesbaswedan di depan anda anak buah selalu siap dan laksanakan tapi di lapangan tidak ;tidak cyberbullying;
omongan netizen ga usah didengarkan tetap semangat kak kekeyi ;tidak cyberbullying;
operasi plastik semua kok ngerubah apa yang sudah di ciptakan allah swt dosa besar ;tidak cyberbullying;
orang gak asli dipamerin;tidak cyberbullying;
orang kaya tas nya itu itu mulu dah ah;tidak cyberbullying;
orang yang di pinggir mungkin tidak bilang di hati nya kalau aku tidak dibayar mana aku mau;tidak cyberbullying;
orang yang selalu besar hati menghadapi berbagai masalah sehat selalu pak gubernur;tidak cyberbullying;
pada komentar mulu sama kehidupan orang hidup kamu aja belum pada benar menilai orang jangan selalu lihat keburukan nya;tidak cyberbullying;
pada menghujat sama lagunya ini makhluk padahal lagunya enak di dengar kalau volume dan tidak lihat video clipnya;tidak cyberbullying;
pada waktu pendaftaran kartu lansia ibu saya di lewatin;tidak cyberbullying;
padahal kemarin lagu lady gaga trend tapi sekarang ketikung kekeyi sedih;tidak cyberbullying;
padahal orang tua saya sudah lansia kerja pun cuma hansip biasa gaji tidak seberapa kok belum dapat itu namanya kartu lansia ;tidak cyberbullying;
padahal tiap pagi mau masak sering setel lagu kekeyi tapi sekarang ga ada kesel banget ah;tidak cyberbullying;
pak  apakah ada bantuan bagi warga ktp jakarta yang bekerja di luar provinsi di rantau tidak dapat;tidak cyberbullying;
pak adakan wajib militer buat rakyat pribumi;tidak cyberbullying;
pak aku padamu;tidak cyberbullying;
pak anda terlahir untuk menjadi seorang pemimpin hebat;tidak cyberbullying;
pak angkat aku jadi anak angkat mu prabowo ;tidak cyberbullying;
pak anies ada baiknya setiap taman kota atau di pinggir jalan dibuatkan toilet portable supaya semua warga dki tidak buang air kecil sembarangan;tidak cyberbullying;
pak anies aniesbaswedan nanti kalau ada isu demo polisi suruh jaga fasilitas umum saja pak tidak usah jagain pendemo kalau sudah mulai rusuh sayang banget uang pajak rakyat dipakai untuk hal yang redundant;tidak cyberbullying;
pak anies baswedan pemimpin indonesia ;tidak cyberbullying;
pak anies itu gimana kejelasan dari para pelajar yang dapat kjp dan ingin lanjut jadi mahasiswa mau mengajukan kjmu tetapi ditolak karena tidak terdaftar pada dtks  apabila berkenan mohon dibalas terima kasih ;tidak cyberbullying;
pak anies mantap betul deh pokoknya;tidak cyberbullying;
pak anies memang keren sehat ya pak ;tidak cyberbullying;
pak anies memang terbaik;tidak cyberbullying;
pak anies presiden ku;tidak cyberbullying;
pak anies rindu pemimpin seperti bapak sabar dan tidak kekanak kanakan selalu sehat dan semoga panjang umur dan ditakdirkan memimpin dan membenahi negeri ini;tidak cyberbullying;
pak anies saya mau tanya gimana cara ngurus kartu lansia saya salah satu dawis di jakarta timur mohon penjelasan pak;tidak cyberbullying;
pak anies seorang janda sebagai kepala keluarga seharusnya berhak mendapatkan bantuan sosial;tidak cyberbullying;
pak aniesbaswedan bagaimana cara daftar blt umkm saya sudah coba masuk ke halamannya yang tertera hanya cek penerimaan blt umkm bukan formulir pendaftaran mohon pengarahannya pak;tidak cyberbullying;
pak aniesbaswedan bapakku usia tahun belum dapat kartu lansia dan adik laki laki tahun disabilitas belum dapat kartu disabilitas atau bansos lain sudah pernah diajukan ke rt rw kelurahan data pun terus diminta tapi kelanjutannya tidak ada entah untuk apa data itu setiap tahun diminta penghasilan tidak ada tunjangan kesehatan tidak ada saya dan adik saya  lagi masing sudah punya keluarga alamat kaja kelurahan kelapa dua wetan jakarta timur mohon ditanggapi pak aniesbaswedan;tidak cyberbullying;
pak aniesbaswedan bikin pernyataan dong  heran saya negara kacau balau begini kok pemimpinnya malah ngurusin bebek ke kalteng lagi trend pak;tidak cyberbullying;
pak aniesbaswedan bisa tolong bikin proyek rusun lagi tidak tolong dong sangat membantu kami warga jakarta yang belum memiliki hunian yang layak;tidak cyberbullying;
pak aniesbaswedan cara daftar klj nya gimna ya saya mau daftarkan untuk ayah saya pak  ;tidak cyberbullying;
pak aniesbaswedan cara daftar nya bagaimana pak buat ummi saya yang status janda lansia usia tahun;tidak cyberbullying;
pak aniesbaswedan dan dki jakarta semoga allah jaga dan mudahkan urusan kita semua dalam mengemban amanah warga dki;tidak cyberbullying;
pak aniesbaswedan idola saya tuh semangat pak;tidak cyberbullying;
pak aniesbaswedan izinkan pengajian majelis di jakarta lagi dong;tidak cyberbullying;
pak aniesbaswedan kok ibu saya tidak dapat  ibu saya tinggal di gresik harusnya dapat dong kan bapak gubernur indonesia ;tidak cyberbullying;
pak aniesbaswedan masih bisa daftar tidak waktu itu daftarin kjp buat orang tua sudah tidak bisa lagi dari pihak kelurahan dan rt;tidak cyberbullying;
pak aniesbaswedan mau tanya kalau untuk klj hilang bagaimana cara ngurusnya ;tidak cyberbullying;
pak aniesbaswedan mau tanya uang lansia untuk orang yang sudah meninggal apa masih keluar;tidak cyberbullying;
pak aniesbaswedan semangatku ;tidak cyberbullying;
pak anis kalau calonin capres saya pasti nyoblos pak ;tidak cyberbullying;
pak anis kok anak saya belum dapat kpdj nya padahal sudah diajukan sudah lama sekali saat ditanyakan kekelurahan masih lama kan yang ngurus kpdj seprovinsi katanya begitu;tidak cyberbullying;
pak anis mau nanya kalau buat kjp untuk bulan oktober kapan keluarnya;tidak cyberbullying;
pak anis orang tua saya sudah berumur tahun dan sudah tidak bekerja tapi tidak mendapatkan kartu lansia ini sudah mendaftarkan di kelurahan tapi tidak ada respon sedikit pun tolong pak aniesbaswedan ditindak lanjuti;tidak cyberbullying;
pak anis saya banyak belajar dari kesabaran bapak ke ikhlasan bapak jadi seorang pemimpin;tidak cyberbullying;
pak anis yang terhormat apakah jika tidak di vaksin covid akan di denda maxsimal jt rupiah  alangkah baik nya jika kebijakan vaksin covid di lakukan oleh pemerintah daerah dulu contoh gubernur dan wakil bersertah keluarga dan di lanjutkan ke dprd yang membuat dan yang menggesahkan peraturan daerah tersebut lalu di lanjutkan di warga dki;tidak cyberbullying;
pak apa benar berita yang mengatakan mahasiswa akan mengikuti wajib militer;tidak cyberbullying;
pak bajunya beli dimana bagus;tidak cyberbullying;
pak bapak sehat selalu ya pak;tidak cyberbullying;
pak batas usia lansia dari usia berapa;tidak cyberbullying;
pak bayarin uang kuliah ku dong;tidak cyberbullying;
pak bebaskan indonesia dari pandemi;tidak cyberbullying;
pak dirumah saya ada janda lansia tapi tidak pernah dapat bantuan blt pkh lansia dan lainnya sekarang pun rumah saya mengalami kebakaran;tidak cyberbullying;
pak ganteng banget pak;tidak cyberbullying;
pak gubernur kjp bulan oktober kapan cair buat tambahan bayar spp sama bayar cicil uang pangkal sekolah pak anak saya kan dapat sekolah swasta ;tidak cyberbullying;
pak gubernur makasih ya bansos nya sudah mie sedap semoga pak anis sekeluarga sehat kan selalu tambah rizki nya amin;tidak cyberbullying;
pak gubernur terimakasih ;tidak cyberbullying;
pak gubernur tidak pernah bilang saya capek capek bangun kamu hancurin pak gubernur hanya bilang pembersihan pemulihan santun sekali tutur kata beliau;tidak cyberbullying;
pak ibu saya lansia tapi tidak dapat klj tapi tetangga kiri kanan yang lansia dapat;tidak cyberbullying;
pak izin pak kalau boleh saya mau kasih saran semakin tingginya tensi ketegangan peperangan di dunia sekarang ini alangkah baiknya jika bapak agak sedikit menoleh ke pengadaan alutsista pesawat pem bomber seperti jaman auri dulu;tidak cyberbullying;
pak izin saya bertanya apakah benar berita yang mengatakan warga dki yang menolak vaksin kena denda mohon penjelasan nya pak;tidak cyberbullying;
pak kapan jadi presiden rakyat sudah lelah pak ;tidak cyberbullying;
pak kartu lansia itu yang dapat dilihat dari umur kah atau lainnya kenapa yang belom cukup dibilang lansia yang kebanyakkan dapat ;tidak cyberbullying;
pak kasihan guru yang pns daerah minta tolong ditarik jadi bpns pusat tunjangan makan tidak ada mana didaerah biya hidup mahal;tidak cyberbullying;
pak kok anaknya bisa ganteng ;tidak cyberbullying;
pak kok saya tambah ingin bapak untuk di jadikan presiden kita;tidak cyberbullying;
pak maaf mau nanya apa benar dki kenakan sanksi juta untuk penolak vaksin covid mohon infonya;tidak cyberbullying;
pak memang juara;tidak cyberbullying;
pak mending anda jangan nyapres lagi pak saya dukung dan cinta bapak dari saya masih kecil pak salam damai;tidak cyberbullying;
pak negara membutuhkan sosok pemimpin seperti beliau prabowo;tidak cyberbullying;
pak paketan saya habis;tidak cyberbullying;
pak prabowo apakah nanti ada wamil di indonesia;tidak cyberbullying;
pak prabowo semangat untuk rakyat indonesia ya kesalahan di masa lalu dibayar dengan kebaikan masa sekarang untuk masa depan nkri hidup hanya sekali jangan korbankan rakyat untuk kepentingan sendiri seperti dulu dilakukan jaman orba pak semangat pak;tidak cyberbullying;
pak prabowo semoga sehat dan selalu dalam lindungan allah swt amin;tidak cyberbullying;
pak prabowo yang saya dengar bukan saya prabowo tapi saya presiden indonesia apa saya salah dengar ;tidak cyberbullying;
pak presiden memang oke;tidak cyberbullying;
pak rakyat mu sengsara;tidak cyberbullying;
pak saya ingin naik kuda dan cita saya dari kecil ingin menjadi tni karena rumah saya dekat sama kompi dan sering dengar om om tentara yel yel pagi jadi itu lah motivasi saya dan ayah saya juga seorang tni yang mendorong semangat saya untuk jadi tni juga;tidak cyberbullying;
pak saya lelah sebagai warga negara yang selalu pakai masker terus ;tidak cyberbullying;
pak saya mau daftarin untuk orang tua saya pak katanya sudah didata dari rt tapi tidak pernah ada kabarnya tapi ibu dari si rt malah sudah dapat pak gimana pak cuma didata saja tapi tidak tahu kabarnya;tidak cyberbullying;
pak saya minta maaf;tidak cyberbullying;
pak saya mohon bapak saja yang jadi presiden;tidak cyberbullying;
pak sehat selalu ;tidak cyberbullying;
pak selamat pagi;tidak cyberbullying;
pak terima kasih sudah mengusahakan untuk memperbaiki kembali fasilitas umum yang rusak dan sekalian mengawal proses hukum orang yang merusak fasilitas umum keduanya sama penting salam sehat dan persatuan;tidak cyberbullying;
pak tetap di jalan allah ya pak jangan berbalik arah;tidak cyberbullying;
pak tolong sekolah dibuka lagi pak ;tidak cyberbullying;
pak untuk kebijakan seseorang yang menerima blt umkm yang mau saja mau mengurus tapi meninggal itu gimana ya;tidak cyberbullying;
pakai kerudung lah bu nana;tidak cyberbullying;
pakai masker saja ganteng;tidak cyberbullying;
paling cuma beli kardusnya doang;tidak cyberbullying;
paling senang kalau aa podcast coba dong aa sama om merry haha;tidak cyberbullying;
paling terakhir bikin ngakak;tidak cyberbullying;
paling yang laki laki terpaksa;tidak cyberbullying;
paman prabowo aku sangat mencintaimu;tidak cyberbullying;
pandai betul panutan ku;tidak cyberbullying;
pandai betul panutan ku;tidak cyberbullying;
pandangan mbak nana selalu segar kayak minum kopi arabica sambil lihat senja di temani lagu barasuara;tidak cyberbullying;
panitia hari kiamat;tidak cyberbullying;
panjang umur dan selalu jaga kesehatan bapak;tidak cyberbullying;
panjang umur mbak;tidak cyberbullying;
panjang umur pak;tidak cyberbullying;
panjang umur pak anies ;tidak cyberbullying;
panjang umur pak presiden;tidak cyberbullying;
panjang umur sehat selalu pak ;tidak cyberbullying;
panjang umur ya pak biar nanti tahun bapak bisa menjadi presiden yang adil seperti bapak soekarno;tidak cyberbullying;
panjang umur yah pak ;tidak cyberbullying;
panutan aku;tidak cyberbullying;
panutan aku nih;tidak cyberbullying;
panutan aku yang terbaik;tidak cyberbullying;
panutanku kesayanganku ;tidak cyberbullying;
parah sih ini mbak nana dan tim kenapa bisa sampai kepikiran hal seperti ini mungkin menurut orang biasa saja tapi saya sangat yakin untuk para wisudawan wisudawati yang di pikiran mereka tahun ini bakal jadi wisuda terburuk buat mereka tapi berubah total mereka dan keluarganya pasti sangat bangga bisa wisuda ditahun ini ditengah pandemi ini terlebih dapat ucapan selamat dari mbak najwashihab dimana kampus alumni teman dan kawan fakultas tidak bisa membagikan memori indahnya tapi kalian hadir untuk menggantikan memori indah itu hati saya sangat terenyuh terima kasih sekali lagi untuk mbak nana dan tim telah membagikan kisah inspiratif dan menumbuhkan kembali semangat positif bagi adik kita semua generasi muda baru;tidak cyberbullying;
